title,sinopse,genres,title_url
We will die warriors,"
        <a href=""/updates?update=tt15321044%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt15944412/
F.C Internazionale Milano vs ACF Fiorentina,"
        ","
Sport            ",https://www.imdb.com/title/tt10691842/
The Mendoza Line,"
","
Drama, Sport            ",https://www.imdb.com/title/tt3113652/
Street Race,"
A Soviet football team overcomes friction.","
Sport            ",https://www.imdb.com/title/tt15210496/
The Ball of Fortune,"
        <a href=""/updates?update=tt15944412%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt0016622/
MUFC: Ok,"
        <a href=""/updates?update=tt10691842%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt3672142/
Change,"
Clawing your way up the ranks of the minor leagues to The Show is the most difficult trial by fire in professional sports. Less than ten percent of every wide-eyed hopeful who signs a ...                <a href=""/title/tt3113652/plotsummary"">See full summary</a> »
","
Sport            ",https://www.imdb.com/title/tt4161380/
Nardong kutsero,"
STREET RACE it is a formula one racing film set in Monaco during the Grand Prix..Marland Proctor plays John Ryan, a race car driver and Irmi plays his long suffering wife, who desperately wants him to stop racing.","
Action, Comedy, Sport            ",https://www.imdb.com/title/tt1180801/
The Third Day,"
A ruined man joins a football team and weds the magistrate's daughter.","
Biography, Drama, Sport            ",https://www.imdb.com/title/tt11348496/
Vin ciclistii,"
The humorous adventures of an all-male team of cyclists training for an upcoming important bike race.","
Comedy, Romance, Sport            ",https://www.imdb.com/title/tt0063777/
Chlorine,"
Jenny is seventeen and dreams of becoming a synchronized swimmer, but her carefree adolescent life in Ostia, a seacoast town near Rome, is shaken by the sudden death of her mother. With a ...                <a href=""/title/tt4906086/plotsummary"">See full summary</a> »
","
Drama, Sport            ",https://www.imdb.com/title/tt4906086/
The Winning Stroke,"
In a mock fraternity initiation, a group of Yale students haze Paul Browning for tattling. When he learns that the leader of the group, oarsman Buck Simmons, is also winning the favor of ...                <a href=""/title/tt0010902/plotsummary"">See full summary</a> »
","
Action, Drama, Romance            ",https://www.imdb.com/title/tt0010902/
When I Grow Up,"
When a nine year old boy wants to make his dad proud, he strives to follow in his footsteps.","
Sport            ",https://www.imdb.com/title/tt12987688/
Touch of Leather,"
        <a href=""/updates?update=tt0259676%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt0259676/
The Fighting Gentleman,"
A young mechanic loses an amateur fight at a carnival, and sets out to train hard to become a professional boxer.","
Drama, Sport            ",https://www.imdb.com/title/tt0022885/
Agein: 28-nenme no Kôshien,"
A high school baseball team had to quit before the final because of the fact that one player was envolved in a student pregnancy and abortion. After twenty eight years, the daughter of the ...                <a href=""/title/tt3324302/plotsummary"">See full summary</a> »
","
Drama, Sport            ",https://www.imdb.com/title/tt3324302/
The Handicap,"
        <a href=""/updates?update=tt4481158%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Romance, Sport            ",https://www.imdb.com/title/tt4481158/
Critical Condition,"
        <a href=""/updates?update=tt12019520%3Aoutlines.add.1"">Add a Plot</a>
","
Music, Sport            ",https://www.imdb.com/title/tt12019520/
Scratch,"
The adventures of three speed freaks in the fevered atmosphere of the ""Bol d'Or"", a legendary annual motorcycle race. A testament to the atmosphere of the competition race tracks made by a former journalist.","
Comedy, Drama, Sport            ",https://www.imdb.com/title/tt0878827/
Sonny Liston vs. Scrap Iron Johnson,"
        <a href=""/updates?update=tt2372126%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt2372126/
Alive and Kicking,"
True story centers on an all women's soccer league formed by moms who watched their kids from the sidelines before getting on the field and trying it for themselves.","
Drama, Sport            ",https://www.imdb.com/title/tt1532494/
Za yavnym preimushchestvom,"
        <a href=""/updates?update=tt0092278%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt0092278/
"Liebe, Schnee und Sonnenschein","
        <a href=""/updates?update=tt0140330%3Aoutlines.add.1"">Add a Plot</a>
","
Comedy, Sport            ",https://www.imdb.com/title/tt0140330/
A Lei dos Foot-Ballers,"
        <a href=""/updates?update=tt0454860%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt0454860/
Abba Shahor Lavan,"
Yonatan, Michal's dad, turned orthodox and left her family when she was very yang. 7 years later, when he appears at her mother's funeral, all the anger and tensions in the family are ...                <a href=""/title/tt0358347/plotsummary"">See full summary</a> »
","
Drama, Family, Sport            ",https://www.imdb.com/title/tt0358347/
NHL: Washington Capitals 10 Greatest Games,"
A compilation of the Washington Capitals' ten greatest games in full.","
Sport            ",https://www.imdb.com/title/tt3963450/
Sandow,"
An impressionable Launceston Elliot comes under the spell of the iconic Sandow The Magnificent. He seeks out his idol and becomes his protégée.","
Drama, Sport            ",https://www.imdb.com/title/tt3295256/
Goleiro,"
The greatest story never told, of the greatest game ever played.","
Sport            ",https://www.imdb.com/title/tt3630890/
H20: Hardcore Kingdom 4,"
        <a href=""/updates?update=tt11968640%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt11968640/
Tottenham Hotspur Football Club vs Associazione Calcio Milan,"
        <a href=""/updates?update=tt10691914%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt10691914/
F.C Internazionale Milano vs Chelsea Football Club,"
        <a href=""/updates?update=tt10795566%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt10795566/
43.29,"
The story of Harry ""Butch"" Reynolds, an Olympian in Track and Field who broke the World Record in the 400m, before testing positive for performance enhancing drugs and embarking on the fight of his life to clear his name.","
Drama, Sport            ",https://www.imdb.com/title/tt7767854/
The Stan Stylez Intergender Bonanza 7,"
        <a href=""/updates?update=tt13599168%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt13599168/
Love and Courage,"
        <a href=""/updates?update=tt0788120%3Aoutlines.add.1"">Add a Plot</a>
","
Romance, Sport            ",https://www.imdb.com/title/tt0788120/
CZW: Tournament of Death V,"
        <a href=""/updates?update=tt12375524%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt12375524/
Passion and Power,"
        <a href=""/updates?update=tt7272722%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt7272722/
The Years of the Locust,"
A look at how money and corruption infiltrated the sport of boxing in the U.S. during the 1990s.","
Crime, Drama, Sport            ",https://www.imdb.com/title/tt2920576/
Malko kasmet za po-kasno,"
Sofia. A hot July Friday pits two old rivals against each other. Twenty-five years later they are still boxers, albeit this time they are not wearing gloves.","
Drama, Sport            ",https://www.imdb.com/title/tt7734664/
In Dis Korner,"
DOWN-AND-OUT PUGILIST STRUGGLES TO EXPOSE AND FIGHT GAME-FIXING IN THE BOXING RING.","
Sport            ",https://www.imdb.com/title/tt13679372/
El Viejo,"
El Viejo follows a 51 year old retired wrestling coach who doesn't let age derail his dreams of becoming a pro MMA fighter. Against all odds,he uses unconventional means to juggle the ...                <a href=""/title/tt9827588/plotsummary"">See full summary</a> »
","
Sport            ",https://www.imdb.com/title/tt9827588/
Untitled Jerry Tarkanian Project,"
College basketball's most winning coach battles the NCAA amongst other odds in Las Vegas, Nevada.","
Sport            ",https://www.imdb.com/title/tt4460316/
21 Days,"
During the struggling years of the great depression, two best friends, Willie Pastrano and Ralph Dupas operate a small shoeshine stand on Bourbon Street, in the heart of New Orleans' French...                ","
Biography, Drama, Sport            ",https://www.imdb.com/title/tt1985980/
Euro Tour: The Movie," »
","
Sport            ",https://www.imdb.com/title/tt10738138/
Ballin,"
Californian extreme-sports filmmaker, Turner Williams and professional downhill skateboarder friends travel to Europe. This film is a collection of memories, victories, laughs, failures, and death defying downhill skateboarding footage.","
Sport            ",https://www.imdb.com/title/tt12540394/
Kampf,"
When a township teen makes a mistake that could derail his promising basketball future, a hoops-loving missionary shows him how to play ""the right way"" on and off the court.","
Drama, Sport            ",https://www.imdb.com/title/tt0023085/
Drigo Garrote: Jai Alai King,"
The race car drivers Robert Wenck and Kurt Harder are good friends. They become rivals when it appears that Robert is married to Eva. Eva was the former lover of Kurt Harder. Complications will follow.","
Action, Drama, Sport            ",https://www.imdb.com/title/tt0359311/
Shtrafnoy udar,"
        <a href=""/updates?update=tt0359311%3Aoutlines.add.1"">Add a Plot</a>
","
Comedy, Crime, Sport            ",https://www.imdb.com/title/tt0314669/
Breaking Tradition: Texas A&M,"
A crafty swindler, appointed as the coach of an amateur sports team, came up with a cheat plan for victory - secretly recruit to his team a various of professional players.","
Sport            ",https://www.imdb.com/title/tt3700366/
Knock on Wood,"
The story of Texas A&amp;M University moving from the Big 12 Football Conference into the Southeastern Conference.","
Action, Adventure, Sport            ",https://www.imdb.com/title/tt1322332/
Be Careful What You Wish for,"
First Tracks Productions presents Knock on Wood, featuring today's and tomorrow's top snowboarders tempting fate in the backcountry and streets of North America, Europe and Japan. Shot in ...                <a href=""/title/tt1322332/plotsummary"">See full summary</a> »
","
Action, Adventure, Crime            ",https://www.imdb.com/title/tt10091688/
Tattered Dream,"
        ","
Drama, Sport            ",https://www.imdb.com/title/tt1644684/
Pickled,"
","
Comedy, Sport            ",https://www.imdb.com/title/tt14403676/
Boardumb,"
Set at the height of The Great Depression.. A dramatic love story about a Negro League baseball player who sustains a career threatening injury after rescuing a white woman and her child ...                ","
Sport            ",https://www.imdb.com/title/tt12081552/
Hala Madrid Visca Barca," »
","
Comedy, Drama, Sport            ",https://www.imdb.com/title/tt13470448/
Roma vs Parma,"
A group of misfits enter an Austin pickleball tournament in order to save their cherished bar from the onslaught of a corporate real estate developer.","
Sport            ",https://www.imdb.com/title/tt10801484/
A Notorious Baseball Player,"
        <a href=""/updates?update=tt12081552%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt0313702/
To the Mound,"
The work deals with the story of a politician who is a fan of the Spanish team Real Madrid, decides to impose his affiliation and love for the royal team on all the people and residents of ...                <a href=""/title/tt13470448/plotsummary"">See full summary</a> »
","
Biography, Comedy, Drama            ",https://www.imdb.com/title/tt3498740/
Antiz Z-Movie,"
        <a href=""/updates?update=tt10801484%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt9551866/
Home Run,"
A Korean man living in Japan attempts to overcome discrimination and enter the Japanese National Baseball League.","
Drama, Family, Sport            ",https://www.imdb.com/title/tt1669617/
A Game of Chance,"
        <a href=""/updates?update=tt0140063%3Aoutlines.add.1"">Add a Plot</a>
","
Crime, Drama, Sport            ",https://www.imdb.com/title/tt0140063/
Allstars,"
A coming of age story which explores the not so glamorous world of Allstar Cheerleading.","
Sport            ",https://www.imdb.com/title/tt4193994/
Arsenal vs Liverpool,"
        <a href=""/updates?update=tt10789644%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt10789644/
Mann's Legacy,"
        <a href=""/updates?update=tt5358666%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt5358666/
Heart of Gold,"
        <a href=""/updates?update=tt7575690%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt7575690/
Olympia Tatától Londonig,"
        <a href=""/updates?update=tt6353978%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt6353978/
Hero Steps,"
Hero Steps is a heartrending drama about triumph in the face of seemingly insurmountable adversity. If little Eduardo can follow his dreams, then surely there's hope for all of us.","
Adventure, Family, Sport            ",https://www.imdb.com/title/tt6734088/
Mr. Humble Boy (Ang Dating Kampeon),"
        <a href=""/updates?update=tt5498182%3Aoutlines.add.1"">Add a Plot</a>
","
Comedy, Sport            ",https://www.imdb.com/title/tt5498182/
MudWarz Getting Dirty Vol 04,"
Mud Bogging action from around Michigan and Ontario.","
Sport            ",https://www.imdb.com/title/tt4767972/
Hurt,"
An internet-order service company start an underground wrestling match to gather public attention.","
Action, Comedy, Sport            ",https://www.imdb.com/title/tt5766134/
Concrete Girl,"
An amateur female fighter works multiple jobs to support her sick mother. The relationship is abusive, and she seems to be spinning her wheels in a dead end job, unable to pursue her love ...                ","
Sport            ",https://www.imdb.com/title/tt7275266/
Phút 89," »
","
Drama, Sport            ",https://www.imdb.com/title/tt10229760/
Czekam w Monte-Carlo,"
        <a href=""/updates?update=tt10229760%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt0064201/
Booter Crunk,"
At the annual car race in Monte Carlo the Polish team consists of driver Piotr and his pilot Jan. They compete with other teams as well as with one another - for the feelings of one woman.","
Sport            ",https://www.imdb.com/title/tt2053338/
The Cup,"
Get Crunk on the booter. This one has some of the most progressive jibbery out there and doesn't fail to entertain. With a jaw dropping segment coming from hucker, Jamie Pierre, this movie is sick.","
Comedy, Sport            ",https://www.imdb.com/title/tt11262264/
Wehrmachtsfilm,"
A group of friends get together for a meal on the eve of the Tunisian cup match. Mustapha supports one team, but bets on the other, so either way he cannot lose.","
Sport            ",https://www.imdb.com/title/tt0122799/
U-31,"
        <a href=""/updates?update=tt0122799%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt5348826/
Rebound,"
        <a href=""/updates?update=tt5348826%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt7468102/
AC Milan vs Juventus,"
A story of a high school basketball team that rises from literal ashes to realize a dream - winning the state championship. In the fall of 1980, the small town of Wood Creek was rocked by a...                ","
Sport            ",https://www.imdb.com/title/tt13795944/
NHL: Just Like Me," »
","
Sport            ",https://www.imdb.com/title/tt3966758/
Winter's Wind,"
        <a href=""/updates?update=tt13795944%3Aoutlines.add.1"">Add a Plot</a>
","
Adventure, Drama, Sport            ",https://www.imdb.com/title/tt2306875/
The Arrow and the Football,"
Just Like Me - A new generation of young stars who idolized these men are making their way onto the big stage. They are ready to become the fan favorites who will carry the game for the next generation.","
History, Sport            ",https://www.imdb.com/title/tt4723072/
Tricksters in the Madhouse,"
Winters Wind is the story of one mans journey from protege to guru, mentor and legend, played by the real legends of skiing, past, present and future. Shot on 16mm film and HD video, the ...                <a href=""/title/tt2306875/plotsummary"">See full summary</a> »
","
Sport            ",https://www.imdb.com/title/tt9534842/
Breakaway,"
Legendary football Coach Glenn (PoP)Warner takes an already very capable team of Native Americans featuring Olympian Jim Thorpe from the Carlisle Indian Industrial School to the very pinnacle of the 1912 season vs. huge odds.","
Crime, Sport            ",https://www.imdb.com/title/tt4352188/
A Time To Remember,"
In September of 2002 the Harlem Globetrotters were inducted into the Basketball Hall of Fame and they continue to entertain across the country to this day. What most people don't know, is ...                ","
Comedy, Drama, Sport            ",https://www.imdb.com/title/tt9506440/
RB Leipzig vs Manchester United," »
","
Sport            ",https://www.imdb.com/title/tt13612542/
Once Upon a Time in Sichuan,"
Lorenzo Childs is a young black soccer phenom who dreams the game can be his ticket to a better life. But when his older brother gets on the wrong side of mobsters, Lorenzo must fight to survive in the gangland world of underground soccer.","
Comedy, Drama, Family            ",https://www.imdb.com/title/tt6113468/
Longboard Fever,"
17-year-old pop sensation Jessie Rhodes puts his blazing hot career on hold to attend high school and play football - much to the dismay of his record label who conspire to sabotage his move.","
Sport            ",https://www.imdb.com/title/tt9715866/
Hockey Puck,"
        <a href=""/updates?update=tt13612542%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt7620666/
Vtoraya popytka Viktora Krokhina,"
A national basketball match reunites best friends to face their haunting past in order to move on in life.","
Drama, Sport            ",https://www.imdb.com/title/tt0076900/
Take It from Me,"
The action never stops in this DVD filled with pure surfing stoke: Kevin Connelly's amazing footwork winning him the MSA Club Classic contest at Malibu; one of the best days ever at Swami's...                <a href=""/title/tt9715866/plotsummary"">See full summary</a> »
","
Comedy, Sport            ",https://www.imdb.com/title/tt0029633/
Die Europameisterschaft,"
A major league hockey try out begins when a minor league coach pushing his limits in scouting for the best players in the country.","
Sport            ",https://www.imdb.com/title/tt10236352/
Late in the Season,"
        <a href=""/updates?update=tt0076900%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt2048794/
West Ham United Season Review 2012-2013,"
A British boxing promoter searches for a way to get his boxer to fight for the championship title in the US.","
Sport            ",https://www.imdb.com/title/tt3117494/
Il campione,"
        <a href=""/updates?update=tt10236352%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt0034571/
Dundee-Criqui Boxing Exhibition,"
Jimmy Shepherd, a 31-year-old former high school basketball phenom driven by his dream of playing college basketball enrolls at Davidson College where, as a walk on, he inspires his struggling teammates to reach for the NCAA Final Four.","
Sport            ",https://www.imdb.com/title/tt1032865/
Bootleg Brav's Remastered Bowling Tournament,"
A review of West Ham's 2012/2013 season.","
Comedy, Sport            ",https://www.imdb.com/title/tt8831154/
Redneck Betties: The Movie,"
        <a href=""/updates?update=tt0034571%3Aoutlines.add.1"">Add a Plot</a>
","
Comedy, Sport            ",https://www.imdb.com/title/tt15501702/
"In College Football, Big Paydays for Humiliation","
On 26 July 1923 Johnny Dundee, an Italian-American from New York City's West Side, beats Eugène Criqui, France's featherweight boxer, in a fifteen round battle at the Polo Grounds.","
Comedy, Sport            ",https://www.imdb.com/title/tt0878680/
Battle in Boston,"
        <a href=""/updates?update=tt8831154%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt4242344/
11 Hopes,"
Watch as the Redneck Betties try to reach the #1 spot in roller derby.","
Drama, Sport            ",https://www.imdb.com/title/tt10078138/
Iron claw,"
A look at how universities with mediocre football teams make money by getting defeated by nationally ranked powerhouses. Based on Pete Thamel's New York Times piece, New York Times article ...                ","
Biography, Drama, Sport            ",https://www.imdb.com/title/tt0293490/
Four Dimensions," »
","
Sport            ",https://www.imdb.com/title/tt1534023/
Atlético Madrid vs FC Barcelona,"
        <a href=""/updates?update=tt4242344%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt13516880/
Ilahi güresçi,"
A story of a substitute player, Phong who is acceded to the match-fixing group, Phong and his team mates, by their great passion, have brought hopes for millions of Vietnamese football fans.","
Drama, Sport            ",https://www.imdb.com/title/tt0333615/
Greats of the Arena: Continental Territory,"
        <a href=""/updates?update=tt0293490%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt7290266/
Coop,"
        <a href=""/updates?update=tt1534023%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt12984260/
Forward Progress,"
        <a href=""/updates?update=tt13516880%3Aoutlines.add.1"">Add a Plot</a>
","
Comedy, Sport            ",https://www.imdb.com/title/tt8737030/
Apex,"
        <a href=""/updates?update=tt0333615%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Fantasy, Sport            ",https://www.imdb.com/title/tt7486624/
Olympic Games 1956,"
        <a href=""/updates?update=tt7290266%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt0255439/
Lonely Boy Surfing,"
A Story of a Surfer preparing to compete in the prestigious First division of PRO SURFERS. Trough Kaleu 's lens you will see the struggle of months living in a suitcase with hours of ...                ","
Sport            ",https://www.imdb.com/title/tt8402830/
Puta Tirugisi Nodi," »
","
Sport            ",https://www.imdb.com/title/tt5500794/
Lyogkaya voda,"
A young, cricketer turned teacher, has to overcome a big challenge in his personal life; and teach a motley bunch of kids what it means to play hard but fair.","
Drama, Sport            ",https://www.imdb.com/title/tt4697112/
Extreme Riders,"
        <a href=""/updates?update=tt4697112%3Aoutlines.add.1"">Add a Plot</a>
","
Action, Crime, Sport            ",https://www.imdb.com/title/tt7628506/
Kissing Cup's Race,"
A gifted young mountain bike racer, retired after a near fatal accident, is forced to compete in the most extreme cycling race to save his family from financial ruin and his brother from prison.","
Sport            ",https://www.imdb.com/title/tt0192209/
Unstoppable,"
A Lord's horse wins the big race despite the schemes of a rival.","
Sport            ",https://www.imdb.com/title/tt7130792/
10 Bouts,"
        ","
Drama, Sport            ",https://www.imdb.com/title/tt10616774/
Super Fight II,"
","
Sport            ",https://www.imdb.com/title/tt13212692/
The Boys Club,"
This summer will change Amethyst's life forever; between street fights and scrapping in the boxing gym, the troubled teen will need more than luck to make it to her 18th birthday.","
Drama, Sport            ",https://www.imdb.com/title/tt1554083/
Bandit,"
Live heavyweight boxing from Madison Square Garden in New York City, as Muhammad Ali defends his NABF heavyweight title against Joe Frazier.","
Drama, Sport            ",https://www.imdb.com/title/tt3777532/
MudWarz Getting Dirty Vol 03,"
An unflinching look at the brutal world of horse racing, as one woman battles against gender inequalities in the classic tale of an underdog's passage toward victory. Based on the life of Julie Krone.","
Sport            ",https://www.imdb.com/title/tt4767940/
Mack,"
Pittsburgh Pirates veteran outfielder, Ashley ""Bandit"" Barnes, makes a run at DiMaggio's hit streak in the final season of his career.","
Sport            ",https://www.imdb.com/title/tt3658778/
Heart Beat,"
Footage from various mud bog events in Michigan in 2012.","
Sport            ",https://www.imdb.com/title/tt2528472/
Ang boxer at ang sexy,"
        ","
Action, Romance, Sport            ",https://www.imdb.com/title/tt2058572/
Saved,"
","
Drama, Sport            ",https://www.imdb.com/title/tt8426682/
Knockout: The Untold Story of Royce Claxton,"
Koji, Yuta and Kayo are childhood friends, dreaming of playing in the basketball national championships. They play on the same basketball team at high school. The friends really want to win...                <a href=""/title/tt2528472/plotsummary"">See full summary</a> »
","
Drama, Sport            ",https://www.imdb.com/title/tt5141546/
Method Movie 3,"
        <a href=""/updates?update=tt2058572%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt10789834/
Ascension,"
Story of the miracle inaugural season of the Las Vegas Golden Knights ice hockey Stanley Cup playoff team.","
Action, Sport, Thriller            ",https://www.imdb.com/title/tt6062170/
Untitled Luis Suárez Project,"
Heavyweight champion Royce Claxton who's named as the most ruthless boxer on the planet faces his most toughest opponent....himself.","
Sport            ",https://www.imdb.com/title/tt3706206/
Atakku no. 1: Namida no sekai senshuken,"
Storied snowboard publication, Method Magazine, returns with the final film of the Method Movie triad, a globetrotting collection of insane snowboarding and good times that, once again, ...                <a href=""/title/tt10789834/plotsummary"">See full summary</a> »
","
Animation, Drama, Sport            ",https://www.imdb.com/title/tt0065435/
Dixie: The People's Legend,"
        ","
Sport            ",https://www.imdb.com/title/tt1529249/
Akadô Suzunosuke: Ippon ashi no majin,"
","
Action, Drama, Fantasy            ",https://www.imdb.com/title/tt0229479/
1975 FA Cup Final West Ham United v Fulham,"
        ","
Sport            ",https://www.imdb.com/title/tt12775034/
My Life as a Diamond,"
","
Family, Sport            ",https://www.imdb.com/title/tt12585214/
Tebow Time: After the Clock Ran Out,"
        <a href=""/updates?update=tt0065435%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt6792472/
In Your Corner,"
        ","
Sport            ",https://www.imdb.com/title/tt8374706/
Eternal Love,"
","
Family, Romance, Sport            ",https://www.imdb.com/title/tt4776960/
Softballs,"
        <a href=""/updates?update=tt0229479%3Aoutlines.add.1"">Add a Plot</a>
","
Comedy, Sport            ",https://www.imdb.com/title/tt2279538/
Arsenal vs West Ham United,"
        <a href=""/updates?update=tt12775034%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt10787970/
Brann seriemester,"
10-year-old Caspar ""Caz"" Cadman loves baseball. When his family moves from Toronto to Seattle, Caz is thrilled to make the summer team. But he and his family have a secret. No one knows that Caz used to live life as a girl named Cassandra.","
Sport            ",https://www.imdb.com/title/tt10291924/
The Kings,"
A look at the impact Tim Tebow had on the University of Florida and its football program, and the fortunes of ""Gator Nation"" since Tebow left.","
Comedy, Drama, Sport            ",https://www.imdb.com/title/tt1470691/
All Out,"
        <a href=""/updates?update=tt8374706%3Aoutlines.add.1"">Add a Plot</a>
","
Comedy, Drama, Sport            ",https://www.imdb.com/title/tt10133230/
Women Volleyball Player,"
A sensible girl WUTONG. A father of boxer sparring partner WUQIANG. The father and the daughter are bounded by a common destiny and keep each other alive. In order to acquire the custody of...                <a href=""/title/tt4776960/plotsummary"">See full summary</a> »
","
Drama, Sport            ",https://www.imdb.com/title/tt7765306/
Untitled ESL eSports Project,"
A men's recreational slo-pitch baseball team are looking to capture their first league championship. After being led to the championship game the previous year and losing, Brody decides ...                <a href=""/title/tt2279538/plotsummary"">See full summary</a> »
","
Action, Adventure, Sport            ",https://www.imdb.com/title/tt13332600/
California Unfiltered,"
        <a href=""/updates?update=tt10787970%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt5116934/
"Seoul, U.S.A.","
        <a href=""/updates?update=tt10291924%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt9023966/
En el corazón de la Decimotercera,"
For four best friends who call themselves 'The Kings', high school popularity hasn't faded since graduation, and there's never been a reason to move on. But when four challengers fresh out ...                <a href=""/title/tt1470691/plotsummary"">See full summary</a> »
","
Sport            ",https://www.imdb.com/title/tt13482600/
Racing Hope,"
How Freuchie, a working class team from a rural Fife village, spun, hooked and drank their way to glory at Lord's, beating England's finest at the home of cricket.","
Action, Drama, Sport            ",https://www.imdb.com/title/tt5881576/
Akadô Suzunosuke: Shingetsu-to no yôki,"
A volleyball coach find a potential player and send her to his teacher for further improvement. They all encounter miserable experiences during the ten chaotic years.","
Action, Drama, Fantasy            ",https://www.imdb.com/title/tt0229722/
Journey to the NFL Draft,"
A group of teen misfits navigate the high-stakes and insane world of eSports, finding a needed sense of community as they go from living room to the international stage.","
Comedy, Sport            ",https://www.imdb.com/title/tt7517476/
Focused,"
California Unfiltered is a vintage American style surf action film, a throwback to timeless cool that never dies. Bubbling over with epic surf filmed in HD and 4K detail, these rides are a modern twist on today's best surfing.","
Sport            ",https://www.imdb.com/title/tt3720060/
Quarterblack: The Rise of the Black Quarterback,"
        ","
Sport            ",https://www.imdb.com/title/tt14133132/
Murray Walker's Motorsport Madness,"
","
Sport            ",https://www.imdb.com/title/tt4145134/
Oxygen,"
        <a href=""/updates?update=tt13482600%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt5180898/
A Reckless Gamble,"
A cocky inner-city drug transporter with extraordinary driving ability must rise above his criminal past in order to become NASCAR's first black champion.","
Drama, Sport            ",https://www.imdb.com/title/tt0019310/
Tsentr napadeniya,"
        <a href=""/updates?update=tt0229722%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt0240135/
300 Yards,"
A 27 year old man decides to live out his boyhood dream and enters the NFL draft.","
Sport            ",https://www.imdb.com/title/tt8139880/
All the Goals of 2014 FIFA World Cup Brazil,"
This must see film showcases the talents of 20 of the world's best skiers ripping locations from Norway to Aspen Colorado. Featuring Jay Quinlan's snowmobile back-flip, Shane McConkey ...                <a href=""/title/tt3720060/plotsummary"">See full summary</a> »
","
Sport            ",https://www.imdb.com/title/tt12205864/
Summer Nuts,"
Quarterblack: The Rise Of The Black Quarterback delves into the history, evolution and contributions of the college and professional black quarterback. For decades NFL teams have mostly ...                <a href=""/title/tt14133132/plotsummary"">See full summary</a> »
","
Comedy, Sport            ",https://www.imdb.com/title/tt0479310/
